acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
305110,,Slight,1,1,27/04/2010,Tuesday,27,April,10,16,45,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321040,675390,0,Unset,Pedestrian,353923,unset,EH45AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
307810,,Slight,2,1,28/04/2010,Wednesday,28,April,10,9,25,230,Unclassified,,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317710,672440,9658643,Segment,T.V.N.P.,353924,unset,EH129DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
308710,,Slight,2,1,28/04/2010,Wednesday,28,April,10,7,40,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,Cyclist,353925,unset,EH41QL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
309610,,Slight,2,1,29/04/2010,Thursday,29,April,10,12,10,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317860,672710,9659466,Segment,T.V.N.P.,353926,unset,EH128ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
309710,,Serious,1,1,29/04/2010,Thursday,29,April,10,8,0,230,B,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324460,674660,554192,Segment,Pedestrian,353927,unset,EH41HU,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
312210,,Slight,2,1,27/04/2010,Tuesday,27,April,10,13,0,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,673420,521589,Junction,Cyclist,353928,unset,EH11LL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
313610,,Slight,2,1,30/04/2010,Friday,30,April,10,16,5,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322420,670490,530467,Junction,Cyclist,353929,unset,EH141HZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
314010,,Slight,2,1,30/04/2010,Friday,30,April,10,20,0,230,A,71,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322300,671870,522219,Junction,T.V.N.P.,353930,unset,EH112RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
314210,,Slight,2,1,26/04/2010,Monday,26,April,10,16,20,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320180,669370,533248,Junction,T.V.N.P.,353931,unset,EH143AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
314510,,Slight,3,2,01/05/2010,Saturday,1,May,10,14,30,230,A,901,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326670,676240,558773,Segment,M.V.N.P.,337409,unset,EH65LJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
316710,,Slight,2,1,01/05/2010,Saturday,1,May,10,15,45,230,B,1350,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326540,674480,557680,Segment,T.V.N.P.,337410,unset,EH75DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
317910,,Slight,2,1,02/05/2010,Sunday,2,May,10,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326410,674660,12222024,Junction,Cyclist,337411,unset,EH75HY,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
318210,,Slight,2,2,02/05/2010,Sunday,2,May,10,19,29,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325520,671260,0,Unset,T.V.N.P.,337412,unset,EH92HF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
318310,,Slight,1,1,02/05/2010,Sunday,2,May,10,0,40,230,B,901,Roundabout,30,Roundabout,Give way sign or markings,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325720,674680,520206,Junction,Cyclist,337413,unset,EH36NB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
318410,,Slight,2,1,02/05/2010,Sunday,2,May,10,16,15,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,T.V.N.P.,337414,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
318610,,Slight,1,2,02/05/2010,Sunday,2,May,10,8,40,230,Unclassified,,Single carriageway - 2 lanes,60,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,315370,671810,0,Unset,S.V.N.P.,337415,unset,EH288NN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
318810,,Slight,1,1,02/05/2010,Sunday,2,May,10,15,10,230,A,7,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325940,673670,521103,Junction,Bus,337416,unset,EH11SB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
319810,,Slight,1,1,03/05/2010,Monday,3,May,10,16,0,230,Unclassified,,Unknown,20,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324500,671200,0,Unset,Pedestrian,337417,unset,EH104QQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
320010,,Slight,2,2,03/05/2010,Monday,3,May,10,18,50,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324780,673340,548964,Segment,T.V.N.P.,337418,unset,EH12EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
320510,,Slight,4,4,01/05/2010,Saturday,1,May,10,11,10,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331580,667930,2579269,Segment,M.V.N.P.,337419,unset,EH221RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
320610,,Slight,4,1,30/04/2010,Friday,30,April,10,15,0,230,B,900,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,900,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324630,674540,520143,Junction,M.V.N.P.,353932,unset,EH36SZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
322710,,Slight,2,1,04/05/2010,Tuesday,4,May,10,10,9,230,Motorway,8,Dual carriageway - 2 lanes,70,Roundabout,Automatic Traffic Signal,Motorway,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318050,670940,6453338,Junction,T.V.N.P.,337420,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
323510,,Slight,1,1,04/05/2010,Tuesday,4,May,10,17,45,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320240,669490,533239,Junction,Pedestrian,337421,unset,EH143AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene
323610,,Slight,2,1,04/05/2010,Tuesday,4,May,10,17,20,230,A,772,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329650,668450,4526288,Junction,Cyclist,337422,unset,EH178RJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
323910,,Slight,2,1,03/05/2010,Monday,3,May,10,17,15,230,A,700,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326220,672570,532729,Junction,Cyclist,337423,unset,EH91ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
324610,,Slight,3,1,04/05/2010,Tuesday,4,May,10,20,20,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,323920,672170,533395,Junction,M.V.N.P.,337424,unset,EH111LB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
324810,,Slight,2,2,05/05/2010,Wednesday,5,May,10,7,30,230,Unclassified,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312270,672120,12231321,Segment,T.V.N.P.,337425,unset,EH288PJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
325210,,Slight,2,1,05/05/2010,Wednesday,5,May,10,16,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,326000,673040,521574,Junction,Cyclist,337426,unset,EH89BT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
325810,,Slight,2,1,05/05/2010,Wednesday,5,May,10,8,10,230,A,70,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320390,668970,533023,Junction,Cyclist,337427,unset,EH145BA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
326110,,Slight,3,1,05/05/2010,Wednesday,5,May,10,17,20,230,A,772,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328070,669940,530179,Junction,M.V.N.P.,337428,unset,EH177PR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
328610,,Slight,1,1,06/05/2010,Thursday,6,May,10,7,30,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328210,675980,523242,Junction,Pedestrian,337429,unset,EH67QP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
329610,,Slight,2,1,06/05/2010,Thursday,6,May,10,9,5,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322070,673620,565610,Segment,T.V.N.P.,337430,unset,EH126ET,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
330610,,Slight,2,1,06/05/2010,Thursday,6,May,10,16,15,230,Unclassified,,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325580,673930,521097,Junction,Bus,337431,unset,EH22DF,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
331310,,Slight,1,1,07/05/2010,Friday,7,May,10,15,5,230,A,772,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327540,670420,569354,Segment,Bus,337432,unset,EH165TP,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
331610,,Serious,2,1,04/05/2010,Tuesday,4,May,10,8,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330000,673950,554057,Segment,T.V.N.P.,337433,unset,EH151DJ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
331810,,Slight,2,1,08/05/2010,Saturday,8,May,10,9,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325500,676200,519250,Junction,T.V.N.P.,337434,unset,EH64ST,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
332210,,Slight,2,1,08/05/2010,Saturday,8,May,10,15,30,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320540,675440,519750,Junction,Cyclist,337435,unset,EH46AR,Control by other authorised person,Zebra crossing,At scene
332910,,Slight,1,2,08/05/2010,Saturday,8,May,10,16,0,230,A,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326540,675090,2578478,Segment,Bus,337436,unset,EH74NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
333010,,Slight,2,1,08/05/2010,Saturday,8,May,10,15,45,230,C,,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324840,674440,520500,Junction,T.V.N.P.,337437,unset,EH36TL,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
334610,,Slight,2,2,09/05/2010,Sunday,9,May,10,16,15,230,A,902,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318100,672840,521646,Junction,T.V.N.P.,337438,unset,EH128JY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
335110,,Slight,2,1,09/05/2010,Sunday,9,May,10,16,5,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326840,674130,520698,Junction,T.V.N.P.,337439,unset,EH88EB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
335210,,Slight,2,1,08/05/2010,Saturday,8,May,10,19,20,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326310,673170,517360,Junction,T.V.N.P.,337440,unset,EH89RR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
336210,,Serious,2,1,10/05/2010,Monday,10,May,10,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319650,671860,522126,Junction,T.V.N.P.,337441,unset,EH129AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
338610,,Slight,1,1,13/03/2010,Saturday,13,March,10,20,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322640,672560,559224,Segment,Bus,353755,unset,EH112RB,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
340510,,Slight,2,1,12/05/2010,Wednesday,12,May,10,8,20,230,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,324350,670390,530002,Junction,Cyclist,337442,unset,EH106AU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
340710,,Slight,2,1,12/05/2010,Wednesday,12,May,10,9,30,230,Unclassified,,Single carriageway - 2 lanes,20,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,325230,668830,0,Unset,Pedestrian,337443,unset,EH106XE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
341510,,Slight,2,1,12/05/2010,Wednesday,12,May,10,16,45,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324350,673820,10258611,Junction,T.V.N.P.,337444,unset,EH37RN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
341910,,Slight,2,1,12/05/2010,Wednesday,12,May,10,18,40,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327370,676190,12238905,Junction,Cyclist,337445,unset,EH67EZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
343210,,Slight,1,1,13/05/2010,Thursday,13,May,10,10,45,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325750,674330,520590,Junction,Pedestrian,337446,unset,EH13EP,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
343310,,Slight,2,1,10/05/2010,Monday,10,May,10,8,20,230,A,901,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326710,676190,531355,Junction,T.V.N.P.,337447,unset,EH65LJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
343810,,Slight,2,1,08/05/2010,Saturday,8,May,10,20,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327170,670680,570719,Segment,T.V.N.P.,337448,unset,EH165QT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
344910,,Slight,1,2,13/05/2010,Thursday,13,May,10,17,40,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326660,671960,569330,Segment,Pedestrian,337449,unset,EH91RQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
345110,,Slight,2,1,20/04/2010,Tuesday,20,April,10,8,0,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320200,672890,521727,Junction,Bus,353933,unset,EH126NN,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
345910,,Slight,3,2,14/05/2010,Friday,14,May,10,16,2,230,Motorway,9,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312080,673670,562735,Segment,M.V.N.P.,337450,unset,EH299EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
346810,,Slight,2,1,14/05/2010,Friday,14,May,10,10,54,230,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327910,674590,520323,Junction,T.V.N.P.,337451,unset,EH76AP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
347010,,Slight,1,1,14/05/2010,Friday,14,May,10,13,0,230,A,1140,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329100,674270,554921,Segment,Pedestrian,337452,unset,EH76PY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
347310,,Slight,1,1,17/03/2010,Wednesday,17,March,10,12,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323660,676610,0,Unset,Pedestrian,353756,unset,EH51BX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
349010,,Slight,3,1,12/05/2010,Wednesday,12,May,10,17,7,230,A,199,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329940,674510,563275,Segment,M.V.N.P.,337453,unset,EH151TB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
350110,,Slight,2,1,16/05/2010,Sunday,16,May,10,9,25,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326160,673040,569460,Segment,Cyclist,337454,unset,EH89EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
350310,,Slight,1,1,16/05/2010,Sunday,16,May,10,0,45,230,A,900,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326070,674420,558509,Segment,Pedestrian,337455,unset,EH13NQ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
352510,,Slight,1,1,17/05/2010,Monday,17,May,10,16,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322090,674520,520041,Junction,Pedestrian,337456,unset,EH43NF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
352610,,Slight,2,1,18/05/2010,Tuesday,18,May,10,1,30,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324080,673310,0,Unset,Cyclist,337457,unset,EH125EG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
353210,,Slight,1,1,18/05/2010,Tuesday,18,May,10,8,30,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326140,672120,532762,Junction,Pedestrian,337458,unset,EH91UQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
354410,,Slight,2,1,18/05/2010,Tuesday,18,May,10,13,50,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325500,671990,559048,Segment,Cyclist,337459,unset,EH91HA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
354610,,Slight,1,1,17/05/2010,Monday,17,May,10,15,55,230,A,71,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322950,672260,521961,Junction,Pedestrian,337460,unset,EH111TU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
355810,,Slight,3,1,10/05/2010,Monday,10,May,10,11,29,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325830,676280,563619,Segment,M.V.N.P.,337461,unset,EH64NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
356210,,Slight,2,1,19/05/2010,Wednesday,19,May,10,8,20,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine with high winds,Dry,None,None,No overtaking,328180,670710,568093,Segment,Cyclist,337462,unset,EH164TE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
356410,,Serious,2,1,18/05/2010,Tuesday,18,May,10,15,30,230,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322920,673210,521268,Junction,Cyclist,337463,unset,EH125NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
358110,,Slight,2,1,20/05/2010,Thursday,20,May,10,16,20,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326700,671810,569664,Segment,Pedestrian,337464,unset,EH91TQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
360310,,Slight,1,1,19/05/2010,Wednesday,19,May,10,16,30,230,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322870,672240,549710,Segment,Pedestrian,337465,unset,EH112PP,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
360810,,Slight,2,1,21/05/2010,Friday,21,May,10,6,50,230,Unclassified,,Roundabout,30,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312460,677670,533308,Junction,Cyclist,337466,unset,EH309XS,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
361110,,Slight,1,1,21/05/2010,Friday,21,May,10,14,15,230,A,901,Single carriageway - 2 lanes,30,Multiple junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326940,675910,522483,Junction,Pedestrian,337467,unset,EH65HX,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
361810,,Slight,2,2,21/05/2010,Friday,21,May,10,10,25,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323340,674890,520071,Junction,T.V.N.P.,337468,unset,EH41QL,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
