acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
428511,,Slight,4,2,24/06/2011,Friday,24,June,11,18,40,230,A,90,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323810,674230,520464,Junction,M.V.N.P.,354305,unset,EH43DJ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
428911,,Slight,1,1,28/06/2011,Tuesday,28,June,11,17,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,325630,673540,567096,Segment,S.V.N.P.,354306,unset,EH11RN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
434511,,Serious,1,1,29/06/2011,Wednesday,29,June,11,21,55,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325930,673700,569273,Segment,Bus,354307,unset,EH11SB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,\3
435611,,Slight,1,1,29/06/2011,Wednesday,29,June,11,12,30,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324530,671160,530416,Junction,Bus,354308,unset,EH104QU,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
435811,,Slight,3,4,29/06/2011,Wednesday,29,June,11,10,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324090,673490,521313,Junction,M.V.N.P.,354309,unset,EH125AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
436011,,Slight,1,1,29/06/2011,Wednesday,29,June,11,9,55,230,B,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324370,674680,520104,Junction,Bus,354310,unset,EH41JF,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
436611,,Slight,1,1,29/06/2011,Wednesday,29,June,11,17,55,230,A,90,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323870,674230,520461,Junction,Bus,354311,unset,EH43AP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
436711,,Slight,2,1,29/06/2011,Wednesday,29,June,11,20,5,230,Unclassified,,Single carriageway - 2 lanes,60,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,316850,676100,0,Unset,Cyclist,354312,unset,EH309TJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
436811,,Slight,2,1,29/06/2011,Wednesday,29,June,11,18,20,230,B,901,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325880,674480,520608,Junction,Cyclist,354313,unset,EH13RH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
437711,,Slight,2,1,30/06/2011,Thursday,30,June,11,8,25,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323310,676530,522858,Junction,T.V.N.P.,354314,unset,EH52HQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
438111,,Slight,2,1,22/06/2011,Wednesday,22,June,11,9,55,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,B,901,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325700,674760,520215,Junction,Cyclist,354315,unset,EH74BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
438211,,Slight,2,1,30/06/2011,Thursday,30,June,11,8,35,230,A,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327130,669840,530149,Junction,T.V.N.P.,354316,unset,EH166AF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
439111,,Slight,1,1,24/06/2011,Friday,24,June,11,10,25,230,A,71,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323200,672370,522000,Junction,Pedestrian,354317,unset,EH111TE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
440011,,Slight,3,3,01/07/2011,Friday,1,July,11,8,40,230,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317190,672540,550821,Segment,M.V.N.P.,362381,unset,EH129BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
440111,,Serious,1,1,03/07/2011,Sunday,3,July,11,1,40,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,325860,674360,566780,Segment,Pedestrian,362382,unset,EH13JG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
441311,,Slight,2,1,01/07/2011,Friday,1,July,11,18,48,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327050,675350,519903,Junction,Cyclist,362383,unset,EH68LQ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
441811,,Slight,2,1,28/06/2011,Tuesday,28,June,11,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319860,670310,0,Unset,Cyclist,354318,unset,EH114QF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
442011,,Slight,1,1,02/07/2011,Saturday,2,July,11,11,15,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326480,673580,0,Unset,Pedestrian,362384,unset,EH89UG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
442411,,Slight,2,1,02/07/2011,Saturday,2,July,11,11,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,A,903,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324290,675970,519415,Junction,T.V.N.P.,362385,unset,EH53QH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
444011,,Slight,2,1,03/07/2011,Sunday,3,July,11,6,50,230,A,1,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,1,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,328310,674150,523374,Junction,T.V.N.P.,362386,unset,EH87AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere
444611,,Slight,2,1,03/07/2011,Sunday,3,July,11,16,48,230,A,70,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322900,671800,522243,Junction,T.V.N.P.,362387,unset,EH111QU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
445411,,Slight,2,1,02/07/2011,Saturday,2,July,11,10,10,230,C,,Single carriageway - 2 lanes,30,Roundabout,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325340,674040,520515,Junction,T.V.N.P.,362388,unset,EH21EL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
445911,,Slight,2,1,26/06/2011,Sunday,26,June,11,12,25,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322520,672390,559248,Segment,Cyclist,354319,unset,EH112QW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
446011,,Serious,1,1,04/07/2011,Monday,4,July,11,13,44,230,A,8,Dual carriageway - 2 lanes,60,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,314810,672460,532249,Junction,S.V.N.P.,362389,unset,EH288NQ,Control by other authorised person,Central refuge - no other controls,At scene
446211,,Slight,2,1,01/07/2011,Friday,1,July,11,13,47,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326890,674310,520692,Junction,Cyclist,362390,unset,EH75AN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
447411,,Serious,2,1,05/07/2011,Tuesday,5,July,11,10,12,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326850,674470,557686,Segment,T.V.N.P.,362391,unset,EH75EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
447511,,Slight,2,2,03/07/2011,Sunday,3,July,11,23,45,230,B,9080,Single carriageway - 2 lanes,60,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,311080,674950,12230833,Junction,T.V.N.P.,362392,unset,EH299EF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
447611,,Slight,3,1,04/07/2011,Monday,4,July,11,8,0,230,A,90,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,321970,674610,519990,Junction,M.V.N.P.,362393,unset,EH43QW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
448311,,Slight,1,1,02/07/2011,Saturday,2,July,11,0,45,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unknown,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,322230,676580,0,Unset,Pedestrian,362394,unset,EH44LP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,\3
449611,,Serious,1,2,05/07/2011,Tuesday,5,July,11,18,10,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lighting unknown,Fine (without high winds),Dry,None,None,No overtaking,327020,672060,522108,Junction,Pedestrian,362395,unset,EH165AJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
451911,,Slight,4,1,06/07/2011,Wednesday,6,July,11,20,47,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Other,Dry,None,None,No overtaking,313810,670700,0,Unset,M.V.N.P.,362396,unset,EH288RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
453511,,Slight,2,1,07/07/2011,Thursday,7,July,11,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312080,678310,0,Unset,T.V.N.P.,362397,unset,EH309RZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
454811,,Slight,3,2,07/07/2011,Thursday,7,July,11,18,0,230,A,701,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327460,667040,570931,Segment,M.V.N.P.,362398,unset,EH178SG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
455311,,Slight,3,2,08/07/2011,Friday,8,July,11,10,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328170,674860,557740,Segment,M.V.N.P.,362399,unset,EH76EH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
455911,,Slight,2,1,08/07/2011,Friday,8,July,11,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,320250,671660,559343,Segment,T.V.N.P.,362400,unset,EH113UX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
456511,,Slight,2,1,08/07/2011,Friday,8,July,11,18,50,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,8,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,324720,673660,522381,Junction,Cyclist,362401,unset,EH12DA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
459711,,Slight,2,1,18/06/2011,Saturday,18,June,11,15,45,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325290,673840,550529,Segment,Cyclist,354320,unset,EH22HG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
460711,,Slight,2,1,11/07/2011,Monday,11,July,11,10,35,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324830,675650,519427,Junction,T.V.N.P.,362402,unset,EH35NJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
461111,,Slight,3,1,11/07/2011,Monday,11,July,11,10,54,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323420,675820,519409,Junction,M.V.N.P.,362403,unset,EH52DH,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
461211,,Slight,2,1,11/07/2011,Monday,11,July,11,14,20,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326490,675040,523233,Junction,T.V.N.P.,362404,unset,EH74PA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
461411,,Slight,1,1,10/07/2011,Sunday,10,July,11,17,35,230,C,,One way Street,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,325700,673140,521523,Junction,Bus,362405,unset,EH12QP,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
462611,,Slight,1,1,11/07/2011,Monday,11,July,11,13,27,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320730,675450,519759,Junction,Pedestrian,362406,unset,EH45AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
463411,,Slight,1,1,11/07/2011,Monday,11,July,11,10,30,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321310,671660,565427,Segment,Bus,362407,unset,EH113LA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
464211,,Slight,2,1,12/07/2011,Tuesday,12,July,11,20,50,230,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324470,672860,521832,Junction,T.V.N.P.,362408,unset,EH39RU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
464611,,Slight,3,2,08/06/2011,Wednesday,8,June,11,8,35,230,Unclassified,,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317930,672240,9658493,Junction,M.V.N.P.,354321,unset,EH129DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
465111,,Slight,2,2,13/07/2011,Wednesday,13,July,11,8,30,230,A,71,Single carriageway - 2 lanes,50,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,314550,669180,517744,Junction,T.V.N.P.,362409,unset,EH278EB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
465811,,Slight,1,1,13/07/2011,Wednesday,13,July,11,12,15,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324540,671320,530428,Junction,Pedestrian,362410,unset,EH104AX,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
466511,,Slight,1,1,14/07/2011,Thursday,14,July,11,2,55,230,A,71,Single carriageway - 2 lanes,50,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,313600,668730,549671,Segment,S.V.N.P.,362411,unset,EH278EB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
466611,,Slight,2,3,24/06/2011,Friday,24,June,11,10,0,230,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327170,670690,570719,Segment,Bus,354322,unset,EH165QS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
466711,,Slight,1,1,14/07/2011,Thursday,14,July,11,10,0,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324540,672090,548973,Segment,Pedestrian,362412,unset,EH104DG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
466811,,Slight,2,1,14/07/2011,Thursday,14,July,11,13,0,230,A,70,Single carriageway - 2 lanes,30,'T' or staggered junction,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322810,671680,522237,Junction,T.V.N.P.,362413,unset,EH141NX,Control by other authorised person,No physical crossing facility within 50m,Elsewhere
467011,,Slight,2,1,14/07/2011,Thursday,14,July,11,17,45,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,326170,672980,569460,Segment,Cyclist,362414,unset,EH89EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
470711,,Slight,1,1,16/07/2011,Saturday,16,July,11,11,45,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324020,673210,550604,Segment,Pedestrian,362415,unset,EH125EZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
471011,,Slight,2,1,16/07/2011,Saturday,16,July,11,15,0,230,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,319870,669990,0,Unset,T.V.N.P.,362416,unset,EH142RR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
473211,,Slight,2,2,17/07/2011,Sunday,17,July,11,2,45,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,324830,673070,521403,Junction,T.V.N.P.,362417,unset,EH39BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
473611,,Slight,2,1,18/07/2011,Monday,18,July,11,12,55,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324300,673630,10258595,Junction,T.V.N.P.,362418,unset,EH37JA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
478611,,Slight,1,1,19/07/2011,Tuesday,19,July,11,8,50,230,A,8,Single carriageway - 2 lanes,30,Using private drive or entrance,Give way sign or markings,A,8,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324040,673200,550604,Segment,Pedestrian,362419,unset,EH125EY,Control by other authorised person,No physical crossing facility within 50m,At scene
479511,,Slight,2,1,19/07/2011,Tuesday,19,July,11,19,30,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320680,676190,519091,Junction,Cyclist,362420,unset,EH45HA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
480511,,Slight,4,1,17/07/2011,Sunday,17,July,11,17,20,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326550,675130,519867,Junction,M.V.N.P.,362421,unset,EH74PE,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
480911,,Slight,3,1,19/07/2011,Tuesday,19,July,11,18,10,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,320560,668400,570552,Segment,M.V.N.P.,362422,unset,EH130PF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
481111,,Slight,1,1,20/07/2011,Wednesday,20,July,11,8,15,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,316610,670410,6452039,Segment,S.V.N.P.,362423,unset,EH129BZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
482411,,Serious,2,1,22/07/2011,Friday,22,July,11,7,30,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325940,672460,0,Unset,Cyclist,362424,unset,EH91LR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
483211,,Slight,1,1,21/07/2011,Thursday,21,July,11,6,0,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,324440,667820,570546,Segment,S.V.N.P.,362425,unset,EH107DS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
483711,,Serious,2,1,21/07/2011,Thursday,21,July,11,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322540,675360,0,Unset,Cyclist,362426,unset,EH42QX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
484411,,Slight,2,1,22/07/2011,Friday,22,July,11,2,20,230,A,700,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325430,672570,521865,Junction,Cyclist,362427,unset,EH91DY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
484811,,Slight,3,1,07/07/2011,Thursday,7,July,11,10,45,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325930,673680,569273,Segment,Cyclist,362428,unset,EH11QN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
485611,,Slight,2,1,19/07/2011,Tuesday,19,July,11,19,23,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319650,671860,522126,Junction,T.V.N.P.,362429,unset,EH129AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
486311,,Slight,1,1,21/07/2011,Thursday,21,July,11,17,10,230,B,6415,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,330660,673790,563346,Segment,Bus,362430,unset,EH152AN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
487011,,Slight,2,1,29/06/2011,Wednesday,29,June,11,18,0,230,B,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,325880,674480,520608,Junction,T.V.N.P.,354323,unset,EH13RH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
487411,,Slight,2,1,19/07/2011,Tuesday,19,July,11,18,45,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325210,674510,520155,Junction,Cyclist,362431,unset,EH36QQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
487611,,Slight,2,1,21/07/2011,Thursday,21,July,11,20,50,230,A,71,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321630,671500,529558,Junction,T.V.N.P.,362432,unset,EH113XN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
489711,,Slight,1,1,23/07/2011,Saturday,23,July,11,2,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325680,673730,2310553,Junction,Pedestrian,362433,unset,EH22EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
